eventid,venueid,catid,dateid,eventname,starttime
508,212,6,1846,A Chorus Line,1/20/08 14:00
509,218,6,1882,West Side Story,2/25/08 19:30
510,217,6,2026,Chicago,7/19/08 19:00
511,224,6,2049,Memphis - The Birth of Rock n Roll,8/11/08 14:00
512,214,6,1938,A Catered Affair,4/22/08 19:30
513,213,6,2138,Grease,11/8/08 14:30
514,233,6,1891,Hairspray,3/6/08 19:00
515,240,6,2142,A Catered Affair,11/12/08 14:00
516,238,6,2149,Jersey Boys,11/19/08 15:00
517,220,6,1919,A Chorus Line,4/3/08 15:00
518,236,6,2165,Kiss Me Kate,12/5/08 14:00
519,205,6,1950,Oliver!,5/1/08 15:00
520,233,6,2165,Kiss Me Kate,12/5/08 14:00
521,248,6,1828,West Side Story,1/2/08 15:00
522,221,6,1961,Legally Blonde,5/1/08 14:00
523,217,6,1847,Mamma Mia!,1/21/08 14:00
524,211,6,1949,Pal Joey,5/1/08 20:00
525,218,6,1839,South Pacific,1/13/08 14:30
526,239,6,2114,Jersey Boys,10/15/08 19:00
527,216,6,1954,Mamma Mia!,5/1/08 19:00
528,214,6,2067,Dirty Dancing,8/29/08 19:00
529,213,6,1835,Jersey Boys,1/9/08 19:00
530,203,6,1894,Fiddler on the Roof,3/9/08 20:00
531,219,6,2045,Pal Joey,8/7/08 14:00
532,241,6,2016,Memphis - The Birth of Rock n Roll,7/9/08 20:00
533,219,6,1885,Curtains,2/28/08 15:00
534,216,6,1950,The King and I,5/1/08 15:00
535,246,6,1981,Mamma Mia!,6/4/08 19:30
536,235,6,2022,Mary Poppins,7/15/08 20:00
537,221,6,2093,Flower Drum Song,9/24/08 19:30
538,210,6,2005,Les Miserables,6/28/08 20:00
539,215,6,2102,Oliver!,10/3/08 19:00
540,239,6,2087,Mamma Mia!,9/18/08 14:30
541,210,6,2122,High Society,10/23/08 19:30
542,220,6,2097,Gypsy,9/28/08 14:30
543,213,6,2002,Jersey Boys,6/25/08 14:00
544,222,6,2043,Shrek the Musical,8/5/08 15:00
545,239,6,2156,Gypsy,11/26/08 19:30
546,239,6,2086,A Catered Affair,9/17/08 14:00
547,218,6,1992,The Little Mermaid,6/15/08 14:30
548,214,6,1886,The King and I,3/1/08 14:30
549,218,6,2053,A Chorus Line,8/15/08 19:00
550,213,6,2093,Grease,9/24/08 15:00
551,215,6,1974,Fiddler on the Roof,5/1/08 19:30
552,212,6,1929,Fiddler on the Roof,4/13/08 19:30
553,220,6,1982,Grease,6/5/08 14:00
554,217,6,2099,Memphis - The Birth of Rock n Roll,9/30/08 19:00
555,246,6,2067,The Lion King,8/29/08 15:00
556,249,6,1965,Chicago,5/1/08 14:00
557,248,6,1949,West Side Story,5/1/08 19:00
558,234,6,2036,Grease,7/29/08 20:00
559,219,6,1842,Mary Poppins,1/16/08 19:00
560,217,6,2177,Shrek the Musical,12/17/08 20:00
561,225,6,1937,Legally Blonde,4/21/08 19:00
562,241,6,2065,Mary Poppins,8/27/08 19:00
563,205,6,1890,Seven Brides for Seven Brothers,3/5/08 15:00
564,230,6,2042,Oliver!,8/4/08 14:00
565,235,6,1956,Billy Elliot the Musical,5/1/08 14:30
566,245,6,1860,Les Miserables,2/3/08 15:00
567,235,6,1927,High Society,4/11/08 19:30
568,216,6,1946,Fiddler on the Roof,4/30/08 15:00
569,216,6,1956,State Fair,5/1/08 14:30
570,234,6,1919,Chicago,4/3/08 19:30
571,245,6,1851,West Side Story,1/25/08 14:00
572,249,6,2103,West Side Story,10/4/08 20:00
573,212,6,2027,High School Musical,7/20/08 14:00
574,218,6,1927,High Society,4/11/08 14:00
575,218,6,2175,Spamalot,12/15/08 14:00
576,218,6,1860,West Side Story,2/3/08 19:30
577,243,6,1965,The Phantom of the Opera,5/1/08 20:00
578,245,6,2144,The Lion King,11/14/08 14:00
579,202,6,2046,The Phantom of the Opera,8/8/08 19:30
580,213,6,2019,State Fair,7/12/08 14:00
581,246,6,1850,Spamalot,1/24/08 19:00
582,205,6,2076,Les Miserables,9/7/08 19:30
583,222,6,2003,Legally Blonde,6/26/08 19:00
584,218,6,1909,Spamalot,3/24/08 20:00
585,228,6,1895,Grease,3/10/08 15:00
586,207,6,2092,Mary Poppins,9/23/08 14:30
587,248,6,1918,South Pacific,4/2/08 14:30
588,209,6,2149,Legally Blonde,11/19/08 20:00
589,203,6,1967,Dirty Dancing,5/1/08 19:00
590,240,6,2007,Gypsy,6/30/08 19:30
591,207,6,2165,The King and I,12/5/08 14:00
592,247,6,2064,Oliver!,8/26/08 19:30
593,214,6,2045,Jersey Boys,8/7/08 19:00
594,208,6,1979,The Phantom of the Opera,6/2/08 14:00
595,222,6,2130,Memphis - The Birth of Rock n Roll,10/31/08 20:00
596,202,6,1939,The Lion King,4/23/08 14:00
597,237,6,1875,A Chorus Line,2/18/08 19:00
598,228,6,2145,The King and I,11/15/08 14:30
599,233,6,2058,Mamma Mia!,8/20/08 19:00
600,209,6,1836,Grease,1/10/08 14:00
601,234,6,1967,Fiddler on the Roof,5/1/08 20:00
602,234,6,2164,Oliver!,12/4/08 19:30
603,247,6,1858,Gypsy,2/1/08 14:30
604,203,6,1888,Spamalot,3/3/08 14:30
605,217,6,1905,Gypsy,3/20/08 15:00
606,243,6,2163,High Society,12/3/08 15:00
607,245,6,2091,South Pacific,9/22/08 20:00
608,211,6,1967,Grease,5/1/08 20:00
609,222,6,1838,State Fair,1/12/08 14:00
610,222,6,2172,Jersey Boys,12/12/08 14:30
611,224,6,2044,The Phantom of the Opera,8/6/08 14:30
612,204,6,1914,Mamma Mia!,3/29/08 14:30
613,236,6,1873,Pal Joey,2/16/08 15:00
614,231,6,1984,The Phantom of the Opera,6/7/08 20:00
615,220,6,2003,Seven Brides for Seven Brothers,6/26/08 19:30
616,239,6,2084,Gypsy,9/15/08 14:30
617,208,6,2048,Pal Joey,8/10/08 20:00
618,217,6,2022,Kiss Me Kate,7/15/08 19:00
619,248,6,2155,Memphis - The Birth of Rock n Roll,11/25/08 14:30
620,208,6,2161,Mamma Mia!,12/1/08 14:30
621,203,6,2102,Jersey Boys,10/3/08 19:30
622,227,6,1941,Hairspray,4/25/08 15:00
623,226,6,1911,High School Musical,3/26/08 19:30
624,201,6,2179,The Phantom of the Opera,12/19/08 14:30
625,236,6,1981,Spamalot,6/4/08 20:00
626,240,6,2145,Billy Elliot the Musical,11/15/08 14:30
627,229,6,1872,High Society,2/15/08 14:00
628,246,6,1991,Mary Poppins,6/14/08 14:30
629,213,6,2140,Seven Brides for Seven Brothers,11/10/08 19:00
630,207,6,1929,Oliver!,4/13/08 15:00
631,203,6,1986,Les Miserables,6/9/08 20:00
632,207,6,2173,Spamalot,12/13/08 14:30
633,225,6,1907,Gypsy,3/22/08 15:00
634,222,6,1972,High Society,5/1/08 14:30
635,249,6,1972,A Catered Affair,5/1/08 14:00
636,218,6,1868,The Lion King,2/11/08 14:30
637,243,6,1888,Billy Elliot the Musical,3/3/08 14:00
638,246,6,1944,West Side Story,4/28/08 19:30
639,232,6,1941,Gypsy,4/25/08 19:30
640,200,6,2123,Dirty Dancing,10/24/08 14:00
641,203,6,1855,Grease,1/29/08 19:00
642,216,6,2048,State Fair,8/10/08 20:00
643,218,6,2033,Fiddler on the Roof,7/26/08 19:30
644,207,6,2158,Billy Elliot the Musical,11/28/08 19:30
645,206,6,1932,Gypsy,4/16/08 15:00
646,242,6,1979,Hairspray,6/2/08 15:00
647,237,6,2027,State Fair,7/20/08 15:00
648,241,6,1839,State Fair,1/13/08 19:00
649,210,6,1856,Hairspray,1/30/08 15:00
650,241,6,1900,Hairspray,3/15/08 19:30
651,203,6,1970,Mary Poppins,5/1/08 19:00
652,226,6,1965,State Fair,5/1/08 14:30
653,242,6,1973,The Phantom of the Opera,5/1/08 20:00
654,225,6,1883,The King and I,2/26/08 20:00
655,235,6,2169,High School Musical,12/9/08 20:00
656,207,6,1911,Mamma Mia!,3/26/08 19:30
657,246,6,2131,Mamma Mia!,11/1/08 19:00
658,216,6,1945,Chicago,4/29/08 14:00
659,237,6,1952,Spamalot,5/1/08 20:00
660,225,6,2005,Chicago,6/28/08 15:00
661,209,6,2168,Hairspray,12/8/08 19:30
662,247,6,2084,Grease,9/15/08 20:00
663,238,6,2166,Shrek the Musical,12/6/08 15:00
664,233,6,1910,South Pacific,3/25/08 14:30
665,232,6,2078,Grease,9/9/08 19:00
666,238,6,1993,The Phantom of the Opera,6/16/08 14:30
667,223,6,2040,Grease,8/2/08 20:00
668,229,6,2104,South Pacific,10/5/08 14:30
669,232,6,1958,Fiddler on the Roof,5/1/08 14:00
670,216,6,1933,Dirty Dancing,4/17/08 19:30
671,229,6,2101,Chicago,10/2/08 15:00
672,232,6,2118,High Society,10/19/08 19:00
673,228,6,2124,High School Musical,10/25/08 19:30
674,241,6,1837,High Society,1/11/08 19:30
675,202,6,2165,Jersey Boys,12/5/08 20:00
676,215,6,2099,Memphis - The Birth of Rock n Roll,9/30/08 14:30
677,246,6,2094,Grease,9/25/08 20:00
678,207,6,1950,Jersey Boys,5/1/08 14:30
679,208,6,1914,The King and I,3/29/08 15:00
680,230,6,2131,Billy Elliot the Musical,11/1/08 20:00
681,236,6,2011,Mamma Mia!,7/4/08 19:30
682,225,6,2127,A Catered Affair,10/28/08 14:00
683,232,6,1870,Memphis - The Birth of Rock n Roll,2/13/08 15:00
684,203,6,2114,Grease,10/15/08 20:00
685,224,6,2086,The Little Mermaid,9/17/08 14:00
686,227,6,1891,Mary Poppins,3/6/08 19:30
687,217,6,2147,Jersey Boys,11/17/08 14:30
688,209,6,1839,Grease,1/13/08 14:30
689,240,6,2079,Curtains,9/10/08 14:00
690,218,6,2037,South Pacific,7/30/08 20:00
691,217,6,1881,Mary Poppins,2/24/08 14:30
692,238,6,1902,Hairspray,3/17/08 14:30
693,227,6,2077,Memphis - The Birth of Rock n Roll,9/8/08 15:00
694,228,6,2123,Spamalot,10/24/08 15:00
695,221,6,1856,Fiddler on the Roof,1/30/08 19:00
696,220,6,2045,Chicago,8/7/08 19:00
697,217,6,1881,Jersey Boys,2/24/08 19:30
698,215,6,1912,Jersey Boys,3/27/08 20:00
699,216,6,2073,The Lion King,9/4/08 14:30
700,228,6,1855,Fiddler on the Roof,1/29/08 19:30
701,230,6,2097,West Side Story,9/28/08 15:00
702,211,6,2152,Chicago,11/22/08 14:00
703,215,6,2108,Mary Poppins,10/9/08 14:30
704,235,6,1988,Gypsy,6/11/08 20:00
705,243,6,2058,Chicago,8/20/08 19:00
706,237,6,1977,Jersey Boys,5/1/08 14:00
707,216,6,1872,The Little Mermaid,2/15/08 20:00
708,249,6,2061,Flower Drum Song,8/23/08 14:30
709,229,6,2030,Seven Brides for Seven Brothers,7/23/08 15:00
710,229,6,1924,Flower Drum Song,4/8/08 14:30
711,201,6,2066,Seven Brides for Seven Brothers,8/28/08 15:00
712,211,6,1999,Jersey Boys,6/22/08 20:00
713,206,6,2178,Chicago,12/18/08 15:00
714,216,6,1891,Mamma Mia!,3/6/08 14:30
715,220,6,2163,Pal Joey,12/3/08 19:00
716,237,6,1950,A Catered Affair,5/1/08 19:00
717,207,6,2108,Gypsy,10/9/08 19:00
718,235,6,1967,Pal Joey,5/1/08 14:30
719,220,6,2080,Mary Poppins,9/11/08 19:30
720,239,6,1858,Mary Poppins,2/1/08 15:00
721,219,6,2136,Flower Drum Song,11/6/08 19:30
722,211,6,1891,The Lion King,3/6/08 14:00
723,201,6,2068,State Fair,8/30/08 15:00
724,227,6,2105,State Fair,10/6/08 14:30
725,221,6,2119,Shrek the Musical,10/20/08 19:00
726,212,6,1874,High Society,2/17/08 14:30
727,221,6,2093,Hairspray,9/24/08 20:00
728,205,6,2005,The Lion King,6/28/08 14:00
729,227,6,2118,A Chorus Line,10/19/08 14:00
730,248,6,1869,Grease,2/12/08 15:00
731,247,6,1925,Billy Elliot the Musical,4/9/08 20:00
732,225,6,2156,West Side Story,11/26/08 19:30
733,209,6,1907,Mamma Mia!,3/22/08 20:00
734,243,6,2167,Hairspray,12/7/08 14:30
735,245,6,2098,Jersey Boys,9/29/08 20:00
736,217,6,2009,Hairspray,7/2/08 19:30
737,235,6,2000,Grease,6/23/08 19:00
738,205,6,2026,Fiddler on the Roof,7/19/08 19:00
739,221,6,2180,A Chorus Line,12/20/08 14:30
740,207,6,2001,Mary Poppins,6/24/08 15:00
741,209,6,1986,Billy Elliot the Musical,6/9/08 19:00
742,213,6,2080,Pal Joey,9/11/08 19:00
743,201,6,1874,Jersey Boys,2/17/08 20:00
744,201,6,1829,Jersey Boys,1/3/08 20:00
745,246,6,1982,Les Miserables,6/5/08 14:00
746,228,6,2158,Pal Joey,11/28/08 14:30
747,211,6,1885,A Chorus Line,2/28/08 15:00
748,234,6,1933,Hairspray,4/17/08 14:00
749,201,6,2011,Dirty Dancing,7/4/08 20:00
750,235,6,1873,Les Miserables,2/16/08 20:00
751,201,6,2032,Curtains,7/25/08 19:00
752,221,6,2125,Memphis - The Birth of Rock n Roll,10/26/08 14:00
753,218,6,1995,Chicago,6/18/08 14:00
754,222,6,1881,Mamma Mia!,2/24/08 20:00
755,245,6,1899,Mamma Mia!,3/14/08 20:00
756,248,6,2029,Mamma Mia!,7/22/08 14:00
757,215,6,1876,Dirty Dancing,2/19/08 14:30
758,220,6,2089,The Lion King,9/20/08 14:30
759,245,6,1855,The Lion King,1/29/08 14:30
760,208,6,2114,Pal Joey,10/15/08 19:30
761,242,6,1871,Billy Elliot the Musical,2/14/08 19:00
762,208,6,2130,Gypsy,10/31/08 19:00
763,209,6,2136,Pal Joey,11/6/08 14:00
764,247,6,2071,Gypsy,9/2/08 19:30
765,206,6,2154,Jersey Boys,11/24/08 14:00
766,200,6,2166,The Little Mermaid,12/6/08 19:00
767,227,6,1898,West Side Story,3/13/08 15:00
768,249,6,1988,Mamma Mia!,6/11/08 15:00
769,233,6,2118,Flower Drum Song,10/19/08 20:00
770,211,6,1875,Kiss Me Kate,2/18/08 20:00
771,217,6,1896,High School Musical,3/11/08 14:00
772,240,6,2067,Mamma Mia!,8/29/08 19:00
773,217,6,1862,The King and I,2/5/08 14:30
774,202,6,2130,A Catered Affair,10/31/08 15:00
775,232,6,2158,The Lion King,11/28/08 20:00
776,222,6,2072,Grease,9/3/08 20:00
777,221,6,1865,Oliver!,2/8/08 14:00
778,226,6,1991,The Lion King,6/14/08 19:30
779,224,6,2039,Hairspray,8/1/08 14:00
780,243,6,2090,Hairspray,9/21/08 14:30
781,229,6,2165,Curtains,12/5/08 14:00
782,236,6,1967,Grease,5/1/08 19:30
783,237,6,1868,Seven Brides for Seven Brothers,2/11/08 14:00
784,224,6,2113,Jersey Boys,10/14/08 14:30
785,222,6,1834,A Catered Affair,1/8/08 19:30
786,238,6,2089,Seven Brides for Seven Brothers,9/20/08 19:30
787,200,6,2032,The King and I,7/25/08 20:00
788,207,6,2139,Gypsy,11/9/08 14:00
789,203,6,1898,Chicago,3/13/08 14:00
790,219,6,2161,Oliver!,12/1/08 19:00
791,221,6,2086,Mamma Mia!,9/17/08 19:00
792,216,6,1895,The King and I,3/10/08 19:00
793,220,6,2129,Jersey Boys,10/30/08 15:00
794,210,6,2017,West Side Story,7/10/08 20:00
795,248,6,1915,Spamalot,3/30/08 15:00
796,223,6,2150,State Fair,11/20/08 15:00
797,233,6,1832,Grease,1/6/08 19:00
798,238,6,1994,The Little Mermaid,6/17/08 14:30
799,214,6,1848,Oliver!,1/22/08 19:00
800,246,6,2135,Jersey Boys,11/5/08 14:30
801,227,6,1873,West Side Story,2/16/08 15:00
802,220,6,2160,Mary Poppins,11/30/08 15:00
803,237,6,1871,Hairspray,2/14/08 19:30
804,242,6,1838,Seven Brides for Seven Brothers,1/12/08 20:00
805,209,6,2081,A Catered Affair,9/12/08 15:00
806,205,6,2100,South Pacific,10/1/08 15:00
807,230,6,2184,Shrek the Musical,12/24/08 19:00
808,240,6,2097,Mamma Mia!,9/28/08 19:00
809,218,6,1887,Fiddler on the Roof,3/2/08 20:00
810,206,6,2025,Kiss Me Kate,7/18/08 19:30
811,240,6,1872,West Side Story,2/15/08 20:00
812,248,6,2055,A Catered Affair,8/17/08 19:00
813,213,6,1916,South Pacific,3/31/08 14:00
814,201,6,1956,Grease,5/1/08 19:00
815,212,6,2059,Mamma Mia!,8/21/08 14:00
816,212,6,2191,Mamma Mia!,12/31/08 14:30
817,247,6,2030,Chicago,7/23/08 14:00
818,200,6,1998,The King and I,6/21/08 14:30
819,211,6,2163,Pal Joey,12/3/08 19:00
820,208,6,2063,West Side Story,8/25/08 15:00
821,241,6,2016,Shrek the Musical,7/9/08 20:00
822,215,6,2026,Billy Elliot the Musical,7/19/08 15:00
823,208,6,2159,The Phantom of the Opera,11/29/08 19:30
824,216,6,1966,Mamma Mia!,5/1/08 14:00
825,215,6,2043,Flower Drum Song,8/5/08 19:00
826,249,6,1851,Hairspray,1/25/08 20:00
827,209,6,2054,The King and I,8/16/08 19:30
828,201,6,2061,Oliver!,8/23/08 19:00
829,246,6,1921,Gypsy,4/5/08 19:30
830,223,6,2182,Jersey Boys,12/22/08 14:30
831,235,6,2142,Hairspray,11/12/08 20:00
832,247,6,1942,High Society,4/26/08 14:00
833,203,6,1996,Billy Elliot the Musical,6/19/08 14:30
834,236,6,1875,Jersey Boys,2/18/08 14:30
835,222,6,2110,Jersey Boys,10/11/08 14:30
836,224,6,2042,Chicago,8/4/08 19:00
837,205,6,2029,Chicago,7/22/08 15:00
838,206,6,1886,Seven Brides for Seven Brothers,3/1/08 15:00
839,213,6,2177,Jersey Boys,12/17/08 14:00
840,230,6,2056,The Little Mermaid,8/18/08 19:30
841,238,6,2031,Mamma Mia!,7/24/08 20:00
842,247,6,2091,Grease,9/22/08 19:30
843,248,6,2052,Mamma Mia!,8/14/08 14:00
844,218,6,1937,State Fair,4/21/08 19:30
845,238,6,1999,Shrek the Musical,6/22/08 20:00
846,221,6,2151,A Chorus Line,11/21/08 20:00
847,239,6,1955,Chicago,5/1/08 14:30
848,200,6,2124,Shrek the Musical,10/25/08 19:30
849,200,6,2101,A Catered Affair,10/2/08 14:00
850,247,6,2058,Legally Blonde,8/20/08 15:00
851,218,6,1899,The Little Mermaid,3/14/08 14:00
852,227,6,1852,Spamalot,1/26/08 19:00
853,248,6,1869,High School Musical,2/12/08 14:00
854,207,6,1843,Billy Elliot the Musical,1/17/08 14:30
855,226,6,1938,Hairspray,4/22/08 15:00
856,203,6,1947,High Society,5/1/08 15:00
857,248,6,2166,Jersey Boys,12/6/08 19:30
858,243,6,2096,Memphis - The Birth of Rock n Roll,9/27/08 15:00
859,241,6,2126,Hairspray,10/27/08 15:00
860,226,6,2174,Hairspray,12/14/08 15:00
861,238,6,2092,Gypsy,9/23/08 19:30
862,228,6,2140,A Catered Affair,11/10/08 19:30
863,222,6,1981,Curtains,6/4/08 14:00
864,226,6,1982,West Side Story,6/5/08 20:00
865,206,6,2181,Mamma Mia!,12/21/08 20:00
866,203,6,1889,A Catered Affair,3/4/08 14:30
867,239,6,1963,Jersey Boys,5/1/08 14:30
868,214,6,1881,Mamma Mia!,2/24/08 19:00
869,226,6,2066,Dirty Dancing,8/28/08 20:00
870,207,6,2075,Les Miserables,9/6/08 14:00
871,248,6,1989,Curtains,6/12/08 19:30
872,219,6,2075,High School Musical,9/6/08 15:00
873,231,6,1927,Seven Brides for Seven Brothers,4/11/08 19:30
874,207,6,1858,Flower Drum Song,2/1/08 19:30
875,225,6,2107,Oliver!,10/8/08 20:00
876,219,6,2073,Gypsy,9/4/08 14:30
877,225,6,2156,Mamma Mia!,11/26/08 14:30
878,214,6,1881,Memphis - The Birth of Rock n Roll,2/24/08 14:00
879,244,6,2097,Gypsy,9/28/08 19:30
880,211,6,1917,Mamma Mia!,4/1/08 20:00
881,237,6,1996,Gypsy,6/19/08 19:00
882,218,6,2001,High Society,6/24/08 20:00
883,229,6,2059,Legally Blonde,8/21/08 19:00
884,204,6,2081,The King and I,9/12/08 15:00
885,218,6,1897,Shrek the Musical,3/12/08 15:00
886,200,6,1998,Kiss Me Kate,6/21/08 19:00
887,203,6,2157,The Phantom of the Opera,11/27/08 15:00
888,243,6,2006,The Little Mermaid,6/29/08 14:30
889,246,6,1929,Mary Poppins,4/13/08 19:00
890,224,6,1933,Chicago,4/17/08 15:00
891,210,6,1997,The Lion King,6/20/08 15:00
892,221,6,1895,Gypsy,3/10/08 20:00
893,223,6,2114,The Little Mermaid,10/15/08 15:00
894,236,6,1974,Mamma Mia!,5/1/08 19:30
895,210,6,1944,A Catered Affair,4/28/08 19:30
896,227,6,1992,South Pacific,6/15/08 14:00
897,246,6,1918,Gypsy,4/2/08 19:00
898,216,6,2017,West Side Story,7/10/08 14:30
899,203,6,2180,Flower Drum Song,12/20/08 19:30
900,249,6,1902,Legally Blonde,3/17/08 14:00
901,226,6,2157,West Side Story,11/27/08 15:00
902,206,6,2025,The King and I,7/18/08 20:00
903,207,6,1858,Billy Elliot the Musical,2/1/08 19:30
904,224,6,2029,Jersey Boys,7/22/08 15:00
905,211,6,1971,Spamalot,5/1/08 19:30
906,243,6,1945,The King and I,4/29/08 19:00
907,247,6,1886,State Fair,3/1/08 14:30
908,202,6,2108,The King and I,10/9/08 15:00
909,220,6,2040,A Catered Affair,8/2/08 19:00
910,247,6,1897,High School Musical,3/12/08 14:00
911,206,6,1912,Oliver!,3/27/08 20:00
912,244,6,1919,Legally Blonde,4/3/08 19:00
913,215,6,1846,Oliver!,1/20/08 19:00
914,207,6,2191,Legally Blonde,12/31/08 19:00
915,203,6,1837,Dirty Dancing,1/11/08 19:00
916,211,6,2076,Grease,9/7/08 14:30
917,226,6,1900,Jersey Boys,3/15/08 19:30
918,224,6,1980,Oliver!,6/3/08 14:30
919,222,6,2174,The King and I,12/14/08 19:30
920,240,6,1880,A Catered Affair,2/23/08 14:00
921,206,6,1933,Hairspray,4/17/08 19:30
922,200,6,2146,Mamma Mia!,11/16/08 19:30
923,247,6,1902,Kiss Me Kate,3/17/08 19:00
924,202,6,1975,Spamalot,5/1/08 15:00
925,225,6,2186,Curtains,12/26/08 14:30
926,226,6,1865,Gypsy,2/8/08 20:00
927,221,6,1989,Pal Joey,6/12/08 19:30
928,229,6,2046,Mamma Mia!,8/8/08 14:30
929,219,6,2094,Billy Elliot the Musical,9/25/08 19:30
930,231,6,1855,Hairspray,1/29/08 19:00
931,225,6,1924,Memphis - The Birth of Rock n Roll,4/8/08 14:00
932,231,6,1904,Curtains,3/19/08 20:00
933,226,6,2047,Shrek the Musical,8/9/08 19:30
934,220,6,1856,Shrek the Musical,1/30/08 14:30
935,228,6,1871,Curtains,2/14/08 15:00
936,236,6,2102,Gypsy,10/3/08 14:00
937,214,6,1942,State Fair,4/26/08 20:00
938,238,6,1925,West Side Story,4/9/08 14:30
939,217,6,1901,Dirty Dancing,3/16/08 14:00
940,219,6,2169,Shrek the Musical,12/9/08 19:30
941,237,6,2145,Gypsy,11/15/08 20:00
942,213,6,1884,Shrek the Musical,2/27/08 19:30
943,225,6,2045,Seven Brides for Seven Brothers,8/7/08 14:30
944,232,6,2154,Gypsy,11/24/08 19:00
945,220,6,1850,The Phantom of the Opera,1/24/08 19:00
946,241,6,2071,State Fair,9/2/08 15:00
947,216,6,2088,South Pacific,9/19/08 15:00
948,203,6,2016,Legally Blonde,7/9/08 20:00
949,239,6,1965,Chicago,5/1/08 20:00
950,216,6,1933,The Lion King,4/17/08 19:30
951,204,6,2088,Mamma Mia!,9/19/08 19:00
952,246,6,1971,Grease,5/1/08 19:30
953,217,6,2144,The Lion King,11/14/08 19:30
954,228,6,1893,The Little Mermaid,3/8/08 19:30
955,244,6,1886,Mary Poppins,3/1/08 14:00
956,216,6,2052,Chicago,8/14/08 15:00
957,240,6,2102,Gypsy,10/3/08 20:00
958,238,6,1856,Grease,1/30/08 14:30
959,249,6,2135,Seven Brides for Seven Brothers,11/5/08 20:00
960,218,6,1896,Memphis - The Birth of Rock n Roll,3/11/08 14:30
961,237,6,1902,Memphis - The Birth of Rock n Roll,3/17/08 19:00
962,222,6,1895,Mamma Mia!,3/10/08 20:00
963,240,6,2113,The Lion King,10/14/08 14:00
964,246,6,2039,South Pacific,8/1/08 14:30
965,236,6,1998,Mamma Mia!,6/21/08 14:30
966,235,6,1932,Seven Brides for Seven Brothers,4/16/08 15:00
967,223,6,2039,A Chorus Line,8/1/08 19:00
968,206,6,2172,Kiss Me Kate,12/12/08 15:00
969,208,6,2177,Jersey Boys,12/17/08 14:00
970,235,6,1876,The Little Mermaid,2/19/08 19:30
971,239,6,2099,Shrek the Musical,9/30/08 14:30
972,242,6,2148,Dirty Dancing,11/18/08 20:00
973,204,6,2119,Hairspray,10/20/08 20:00
974,208,6,1940,Dirty Dancing,4/24/08 14:00
975,247,6,2149,Curtains,11/19/08 14:00
976,239,6,2029,Spamalot,7/22/08 19:30
977,209,6,1884,High Society,2/27/08 19:00
978,208,6,2113,Gypsy,10/14/08 14:30
979,215,6,1899,Legally Blonde,3/14/08 14:30
980,217,6,1854,Mamma Mia!,1/28/08 14:30
981,229,6,2032,Jersey Boys,7/25/08 14:00
982,244,6,1830,Gypsy,1/4/08 15:00
983,235,6,2083,A Catered Affair,9/14/08 14:30
984,220,6,1957,Mary Poppins,5/1/08 19:00
985,201,6,1864,Chicago,2/7/08 14:00
986,212,6,1968,Pal Joey,5/1/08 20:00
987,221,6,2085,A Catered Affair,9/16/08 15:00
988,218,6,2066,Spamalot,8/28/08 19:30
989,210,6,2187,West Side Story,12/27/08 15:00
990,222,6,2140,Hairspray,11/10/08 20:00
991,219,6,2017,The Phantom of the Opera,7/10/08 14:00
992,217,6,2013,Les Miserables,7/6/08 19:30
993,226,6,1898,Flower Drum Song,3/13/08 20:00
994,236,6,2074,State Fair,9/5/08 15:00
995,235,6,2091,Dirty Dancing,9/22/08 14:00
996,220,6,2153,Mary Poppins,11/23/08 20:00
997,223,6,2038,Legally Blonde,7/31/08 14:30
998,242,6,2140,Grease,11/10/08 19:00
999,217,6,1837,Mamma Mia!,1/11/08 14:00
1000,242,6,1943,Gypsy,4/27/08 14:00
1001,201,6,2058,Chicago,8/20/08 19:30
1002,218,6,1849,The King and I,1/23/08 14:30
1003,211,6,2125,Pal Joey,10/26/08 19:30
1004,233,6,2071,Grease,9/2/08 19:00
1005,207,6,2127,Chicago,10/28/08 15:00
1006,223,6,2139,Jersey Boys,11/9/08 14:00
1007,229,6,2124,The King and I,10/25/08 20:00
1008,231,6,2086,Seven Brides for Seven Brothers,9/17/08 20:00
1009,231,6,2174,Spamalot,12/14/08 14:00
1010,208,6,1883,Spamalot,2/26/08 20:00
1011,217,6,2011,Chicago,7/4/08 19:00
1012,215,6,1953,Curtains,5/1/08 19:00
1013,216,6,1961,Curtains,5/1/08 14:30
1014,226,6,1849,Curtains,1/23/08 14:00
1015,227,6,1906,A Chorus Line,3/21/08 15:00
1016,218,6,2037,Kiss Me Kate,7/30/08 19:00
1017,200,6,2109,Memphis - The Birth of Rock n Roll,10/10/08 14:30
